text,label,Experience of Unity,Spiritual Experience,Blissful State,Insightfulness,Disembodiment,Impaired control and cognition,anxiety,Complex imagery,elementary imagery,audio-visual synesthesiase,Changed meaning of percepts,Oceanic Boundlessness,Ego-Dissolution,Visionary Restructuralization,Additional Items of Secondary Scale
Some people have the experience of being in a familiar place but finding it strange and unfamiliar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I have had an experience which could best be described as a transcendent or mystical experience,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I have had an experience which could best be described as an outofbody experience,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Extrasensory perception is possible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The only thing that I can know to be true is what I can directly experience,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I have some unusual abilities  like sometimes knowing exactly what someone is thinking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I often have unusual experiences  such as sensing the presence of someone who isn t actually there,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I have seen things that weren t really there,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I often see unusual connections between things that most people miss,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22   Feeling uncertain about who you really are,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feeling like you are often different from yourself,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switching back and forth between feeling like an adult and feeling like a child,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feeling very confused about who you really are,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feeling like you are not the same kind of person all the time,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switching back and forth between feeling like a human and feeling like a member of some other species  for example  a cat  a dog  a squirrel  etc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feeling as if there is a struggle going on inside of you about who you really are,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
People telling you that you sometimes act so differently that you seem like another person,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switching back and forth between feeling like a man and feeling like a woman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Some people find that in one situation they may act so differently compared with another situation that they feel almost as if they were two different people,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91   Being told that there were times when you did not recognize friends or family members  for example  asking your spouse or friend  Who are you,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Having other people  or parts  inside you who have their own names,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Some people sometimes find that they are approached by people that they do not know who call them by another name or insist that they have met them before,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Some people are told that they sometimes do not recognize friends or family members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Have you often felt that you had no idea of who you are or that you have no identity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79   Your moods changing so rapidly that you don t know what you are going to feel from one minute to the next,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Your mood changing rapidly without any reason,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Have you been extremely moody,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I am no more irritated by things than I ever was,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I feel irritated all the time,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I get irritated easily by all sorts of things,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129   Being angry that your life is ruined,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
When something upsetting starts to happen  you go away in your mind,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
When you are angry  doing or saying things that you don t remember  after you calm down,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Being bothered or upset by how much you forget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Having a very angry part that comes out and says and does things that you would never do or say,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Have you felt very angry alot of the time  How about often acted in an angry or sarcastic manner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
When I m upset at someone  I usually try to  put myself in his shoes  for a while,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
think about how angry you are with yourself,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I am easily angered,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66   Nobody understands how much you hurt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hurting yourself so that someone would care or pay attention,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
There were times when you came to and found pills or a razor blade  or something else to hurt yourself with  in your hand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wishing that someone would finally realize how much you hurt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I have thoughts of having hurt someone without knowing it,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I have thoughts that I might want to harm myself or others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Have you deliberately hurt yourself physically  eg  punched yourself  cut yourself  burned yourself   How about made a suicide attempt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
It doesn t really bother me to see other people get hurt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I don t think about getting hurt when I m doing things that might be dangerous,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128   Finding yourself lying in bed  on the sofa  etc   with no memory of how you got there,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Suddenly finding yourself standing someplace and you can t remember what you have been doing before that,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Suddenly finding yourself somewhere odd at home  for example  inside the closet  under a bed  curled up on the floor  etc   with no knowledge of how you got there,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Suddenly finding yourself somewhere  for example  at the beach  at work  in a nightclub  in your car  etc   with no memory of how you got there,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137   Being impulsive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Have you had at least two other problems with impulsivity  eg  eating binges and spending sprees  drinking too much and verbal outbursts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
think about how passive and unmotivated you feel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I am very impulsive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122   Being so bothered by flashbacks that it was hard to get out of bed and face the day,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Being so bothered by flashbacks that it is hard to function at work  or it is hard to carry out your daily responsibilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Being bothered by flashbacks for several days in a row,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Having flashbacks of poor episodes of your favorite TV show,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27   Having to stretch the truth to get your doctor s  or therapist s  concern or attention,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
There is an absolute truth which is not contextdependent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
There is no such thing as absolute truth because everything is relative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I ll stretch the truth if it s to my advantage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96   Feeling the pain of never being really special to anyone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Being willing to do or say almost anything to get somebody to feel that you are special,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I think I am a special person,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
My body is nothing special,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I am an extraordinary person,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86   Suddenly waking up in the middle of doing something  that you were completely unaware you were doing   for example  vacuuming the carpet  cooking dinner  spanking the children  driving the car  etc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Before going to sleep I have to do certain things in a certain way,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I am at my best first thing in the morning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trouble falling or staying asleep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I can sleep as well as usual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I wake up several hours earlier than I used to and can not get back to sleep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88   People think that you live in a world of your own,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
My spiritual beliefs determine my approach to life,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The inner experiential world is vaster  richer and contains more profound meanings than most people think,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The reason the universe is the way it is  is to support human life,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Our culture can be viewed as a basic conspiracy against selfknowledge and awakening in which we collude together to reinforce one another s defenses and insanity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The harmony of nature reflects the existence of an original creator,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65   After a nightmare  you wake up and find yourself not in bed  for example  on the floor  in the closet  etc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Having dreams that you don t remember the next day,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daydreaming,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Some people find that they become so involved in a fantasy or daydream that it feels as though it were really happening to them,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I dream most nights,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bad dreams related to a stressful event that feels like it is happening in the dream,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I can have trouble telling the difference between dreams and waking life,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I often see vivid dreamlike images when I m falling asleep or waking up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100   Making decisions too quickly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
If I feel competent I am willing to take responsibility for making decisions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I like to take responsibility for making decisions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I am able to make decisions without being influenced by people s feelings,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Before making a decision  I always weigh up the pros and cons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The reason I vote is because my vote can make a difference,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I make decisions about as well as I ever could,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I ca nt make decisions at all anymore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Even though I know better  I can t stop making rash decisions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81   Feeling as if you were looking at the world through a fog so that people and objects felt far away or unclear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Some people sometimes feel as if they are looking at the world through a fog so that people and objects appear far away or unclear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Some people sometimes feel as if they are looking at the world through a fog so that people and objects appear far away or unclear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38   Thinking about how little attention you received from your parents,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
My parents were not always fair when they punished me,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I do nt feel I am being punished,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I feel I am being punished,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51   Bad memories coming into your mind and you can t get rid of them,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unpleasant thoughts come into my mind against my will and I can not get rid of them,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I need to pray to cancel bad thoughts or feelings,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I am upset by unpleasant thoughts that come into my mind against my will,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I frequently get nasty thoughts and have difficulty getting rid of them,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I feel that I must repeat certain words or phrases in my mind I order to wipe out bad thoughts  feelings or actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5   Not recognizing yourself in the mirror,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Some people have the experience of looking in a mirror and not recognizing themselves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I like to look at myself in the mirror,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I am not particularly interested in looking at myself in the mirror,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I am jealous of goodlooking people,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
When you look at a person or yourself in a mirror  have you ever seen the face change right before your eyes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I do nt feel that I look any worse than I used to,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I believe that I look ugly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19   Being able to do something really well one time  and then not being able to do it at all at another time,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Totally forgetting how to do something that you know very well how to do  for example  how to drive  how to read  how to use the computer  how to play the piano  etc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Suddenly not knowing how to do your job,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Some people sometimes find that in certain situations they are able to do things with amazing ease and spontaneity that would usually be difficult for them  for example  sports  work  social situations  etc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
When I get frustrated  I often  let off steam  by blowing my top,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
When I am under pressure I worry a lot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
think I won t be able to do my job if I don t snap out of this,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
In general  I work better when I m under pressure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57   Having to go back and correct mistakes that you made,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I find myself in the same kinds of trouble  time after time,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I sometimes try to get even rather than forgive and forget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
think about all your shortcomings  failings  faults  mistakes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I blame myself for everything bad that happens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I always make sure I get back at people who wrong me,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36   Your thoughts and feelings are so changeable that you don t understand yourself,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feeling a struggle inside you about what to think  how to feel  what you should do,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
People are sometimes hard to understand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Most of my problems are due to the fact that other people just do nt understand me,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I have problems that nobody else seems to understand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I find it difficult to explain to others things that I understand easily  when they don t understand it the first time,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I try to solve my own problems rather than discussing them with others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Other people tell me I am good at understanding how they are feeling and what they are thinking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I can tune into how someone else feels rapidly and intuitively,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I sometimes try to understand my friends better by imagining how things look from their perspective,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I sometimes find it difficult to see things from the  other guy s  point of view,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12   Exaggerating something bad that once happened to you  for example  rape  military combat  physical or emotional abuse  sexual abuse  mistreatment by our spouse  etc   in order to get attention or sympathy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
In today s world  I feel justified in doing anything I can get away with to succeed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I make a point of trying not to hurt others in pursuit of my goals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cheating is not justified because it is unfair to others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I dislike sharing the credit of an achievement with others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Defeat or disappointment usually shame or anger me  but I try not to show it,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
People often tell me that I went too far in driving my point home in a discussion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
People tell me that I focus too much on minor details,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I m so ashamed by how I ve let people down in lots of little ways,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sometimes you need to exaggerate to get ahead,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68   People noticing your blank stare and the fact that you are gone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
When people compliment me I sometimes get embarrassed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Compliments embarrass me,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I get upset when people do nt notice how I look when I go out in public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I get frustrated when people don t notice me,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
People sometimes comment on my unusual mannerisms and habits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Other people seem to think my behavior is weird,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I snap at people when they do little things that irritate me,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
People often look at me as if I d said something really weird,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
My behavior is often bold and grabs peoples attention,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
It makes me really angry when people insult me in even a minor way,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83   Being pleased by the concern and sympathy of others when they hear about the traumas that you have suffered,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I am secretly  put out  or annoyed when other people come to me with their troubles  asking me for their time and sympathy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
